iter	Passed	Remaining
863	77501	371004
864	77589	370905
865	77678	370809
866	77765	370708
867	77851	370603
868	77933	370475
869	78023	370389
870	78116	370313
871	78209	370239
872	78295	370130
873	78384	370039
874	78472	369942
875	78555	369819
876	78633	369676
877	78720	369573
878	78811	369492
879	78888	369341
880	78979	369257
881	79068	369164
882	79151	369046
883	79244	368972
884	79340	368913
885	79428	368812
886	79514	368707
887	79600	368598
888	79687	368496
889	79775	368403
890	79864	368309
891	79955	368226
892	80050	368159
893	80137	368057
894	80225	367963
895	80308	367840
896	80399	367760
897	80486	367654
898	80572	367551
899	80659	367450
900	80742	367328
901	80826	367212
902	80916	367126
903	81003	367026
904	81094	366939
905	81181	366842
906	81285	366817
907	81378	366742
908	81460	366618
909	81546	366512
910	81633	366409
911	81725	366329
912	81802	366186
913	81889	366082
914	81974	365972
915	82056	365848
916	82140	365735
917	82226	365628
918	82311	365520
919	82400	365427
920	82484	365316
921	82571	365211
922	82657	365108
923	82743	365002
924	82832	364908
925	82921	364819
926	83003	364697
927	83094	364612
928	83178	364500
929	83261	364382
930	83355	364311
931	83453	364257
932	83546	364183
933	83640	364114
934	83732	364035
935	83817	363927
936	83914	363868
937	84011	363810
938	84100	363720
939	84185	363610
940	84280	363544
941	84376	363481
942	84473	363422
943	84559	363320
944	84642	363203
945	84731	363109
946	84811	362977
947	84905	362908
948	85001	362846
949	85095	362774
950	85186	362691
951	85278	362613
952	85371	362537
953	85461	362452
954	85556	362384
955	85637	362256
956	85724	362156
957	85816	362077
958	85908	361996
959	85992	361886
960	86076	361774
961	86169	361697
962	86259	361609
963	86344	361501
964	86435	361415
965	86513	361278
966	86595	361159
967	86688	361083
968	86780	361003
969	86871	360921
970	86959	360822
971	87043	360711
972	87130	360609
973	87221	360526
974	87315	360457
975	87415	360409
976	87512	360350
977	87600	360253
978	87702	360214
979	87796	360143
980	87887	360062
981	87974	359961
982	88064	359872
983	88153	359782
984	88252	359728
985	88345	359653
986	88436	359570
987	88528	359490
988	88615	359390
989	88699	359276
990	88780	359152
991	88865	359046
992	88950	358938
993	89035	358830
994	89116	358705
995	89204	358610
996	89292	358513
997	89382	358426
998	89465	358308
999	89545	358182
1000	89631	358076
1001	89719	357984
1002	89805	357878
1003	89888	357761
1004	89972	357651
1005	90055	357534
1006	90146	357453
1007	90227	357331
1008	90323	357265
1009	90407	357155
1010	90494	357055
1011	90578	356942
1012	90670	356862
1013	90759	356771
1014	90856	356712
1015	90951	356643
1016	91039	356550
1017	91126	356449
1018	91210	356338
1019	91301	356253
1020	91384	356140
1021	91476	356059
1022	91557	355937
1023	91644	355838
1024	91731	355737
1025	91820	355647
1026	91905	355539
1027	91993	355446
1028	92077	355335
1029	92166	355243
1030	92255	355151
1031	92345	355065
1032	92429	354954
1033	92520	354872
1034	92612	354789
1035	92694	354671
1036	92788	354598
1037	92873	354493
1038	92960	354393
1039	93043	354279
1040	93137	354207
1041	93224	354109
1042	93309	354002
1043	93403	353930
1044	93490	353832
1045	93576	353728
1046	93661	353623
1047	93755	353551
1048	93836	353430
1049	93923	353330
1050	94017	353258
1051	94109	353178
1052	94201	353098
1053	94283	352981
1054	94368	352877
1055	94464	352809
1056	94552	352716
1057	94641	352623
1058	94721	352500
1059	94811	352412
1060	94908	352351
1061	95004	352285
1062	95098	352213
1063	95185	352115
1064	95266	351994
1065	95342	351855
1066	95435	351778
1067	95527	351699
1068	95613	351595
1069	95697	351487
1070	95782	351380
1071	95866	351273
1072	95953	351174
1073	96033	351050
1074	96115	350933
1075	96203	350840
1076	96295	350757
1077	96383	350665
1078	96472	350573
1079	96558	350472
1080	96646	350378
1081	96740	350303
1082	96830	350218
1083	96910	350093
1084	97006	350028
1085	97094	349933
1086	97179	349829
1087	97264	349724
1088	97351	349624
1089	97436	349521
1090	97525	349430
1091	97616	349346
1092	97699	349234
1093	97783	349125
1094	97867	349016
1095	97956	348926
1096	98047	348840
1097	98132	348737
1098	98217	348632
1099	98302	348528
1100	98389	348428
1101	98480	348345
1102	98569	348253
1103	98653	348146
1104	98746	348070
1105	98830	347960
1106	98926	347894
1107	99020	347822
1108	99115	347752
1109	99202	347654
1110	99286	347547
1111	99382	347481
1112	99466	347374
1113	99551	347268
1114	99636	347164
1115	99721	347060
1116	99808	346963
1117	99896	346866
1118	99980	346758
1119	100071	346676
1120	100161	346588
1121	100246	346484
1122	100332	346383
1123	100423	346299
1124	100511	346207
1125	100597	346105
1126	100689	346026
1127	100778	345936
1128	100864	345832
1129	100956	345752
1130	101048	345672
1131	101145	345609
1132	101236	345527
1133	101325	345435
1134	101415	345348
1135	101502	345250
1136	101586	345145
1137	101684	345082
1138	101770	344984
1139	101859	344893
1140	101954	344821
1141	102040	344721
1142	102127	344624
1143	102216	344533
1144	102297	344417
1145	102382	344313
1146	102466	344206
1147	102550	344099
1148	102636	343998
1149	102725	343907
1150	102823	343845
1151	102907	343738
1152	102991	343632
1153	103082	343549
1154	103165	343439
1155	103253	343344
1156	103333	343225
1157	103420	343128
1158	103507	343030
1159	103599	342949
1160	103698	342892
1161	103789	342808
1162	103874	342705
1163	103956	342592
1164	104040	342484
1165	104125	342383
1166	104217	342299
1167	104299	342188
1168	104391	342109
1169	104480	342018
1170	104570	341929
1171	104657	341832
1172	104739	341721
1173	104829	341634
1174	104927	341572
1175	105020	341495
1176	105108	341401
1177	105193	341297
1178	105297	341255
1179	105380	341148
1180	105466	341046
1181	105551	340944
1182	105646	340874
1183	105733	340776
1184	105821	340681
1185	105908	340586
1186	105992	340480
1187	106080	340385
1188	106163	340277
1189	106250	340181
1190	106338	340088
1191	106427	339995
1192	106512	339894
1193	106609	339830
1194	106691	339717
1195	106781	339630
1196	106865	339523
1197	106945	339405
1198	107031	339304
1199	107120	339213
1200	107207	339119
1201	107293	339017
1202	107372	338897
1203	107460	338802
1204	107561	338752
1205	107653	338670
1206	107747	338597
1207	107837	338510
1208	107925	338416
1209	108014	338325
1210	108103	338237
1211	108183	338118
1212	108275	338037
1213	108362	337941
1214	108447	337838
1215	108541	337762
1216	108626	337661
1217	108711	337560
1218	108801	337473
1219	108894	337393
1220	108981	337297
1221	109074	337221
1222	109158	337116
1223	109242	337011
1224	109334	336928
1225	109419	336826
1226	109498	336705
1227	109589	336622
1228	109683	336547
1229	109770	336451
1230	109861	336367
1231	109952	336282
1232	110042	336195
1233	110121	336076
1234	110215	336000
1235	110300	335899
1236	110384	335793
1237	110461	335667
1238	110555	335593
1239	110642	335495
1240	110734	335415
1241	110817	335309
1242	110902	335206
1243	110990	335113
1244	111075	335010
1245	111164	334920
1246	111256	334839
1247	111339	334733
1248	111428	334643
1249	111513	334541
1250	111600	334444
1251	111685	334342
1252	111775	334255
1253	111861	334157
1254	111946	334055
1255	112040	333980
1256	112125	333879
1257	112210	333776
1258	112296	333677
1259	112381	333577
1260	112474	333497
1261	112559	333396
1262	112647	333305
1263	112735	333211
1264	112824	333122
1265	112909	333021
1266	112996	332926
1267	113082	332826
1268	113175	332747
1269	113271	332678
1270	113359	332586
1271	113446	332491
1272	113533	332396
1273	113611	332272
1274	113695	332169
1275	113783	332077
1276	113877	332002
1277	113964	331904
1278	114050	331807
1279	114137	331710
1280	114232	331640
1281	114325	331561
1282	114418	331483
1283	114501	331376
1284	114583	331266
1285	114669	331167
1286	114757	331074
1287	114838	330962
1288	114925	330867
1289	115013	330774
1290	115105	330693
1291	115192	330598
1292	115276	330495
1293	115368	330413
1294	115453	330312
1295	115541	330221
1296	115630	330129
1297	115717	330036
1298	115811	329961
1299	115899	329866
1300	115993	329792
1301	116077	329688
1302	116163	329590
1303	116250	329494
1304	116339	329406
1305	116428	329314
1306	116517	329227
1307	116605	329134
1308	116693	329040
1309	116761	328891
1310	116849	328799
1311	116933	328695
1312	117020	328602
1313	117105	328501
1314	117196	328417
1315	117285	328328
1316	117373	328235
1317	117456	328130
1318	117538	328021
1319	117629	327936
1320	117715	327839
1321	117809	327763
1322	117898	327673
1323	117984	327575
1324	118070	327478
1325	118158	327386
1326	118252	327311
1327	118338	327213
1328	118422	327111
1329	118511	327021
1330	118594	326913
1331	118675	326801
1332	118762	326707
1333	118854	326628
1334	118944	326541
1335	119032	326449
1336	119121	326357
1337	119212	326274
1338	119302	326188
1339	119404	326135
1340	119492	326043
1341	119589	325974
1342	119678	325886
1343	119764	325786
1344	119868	325739
1345	119977	325705
1346	120065	325611
1347	120155	325524
1348	120239	325422
1349	120331	325341
1350	120415	325238
1351	120503	325144
1352	120591	325053
1353	120674	324948
