iter	Logloss
2040	0.3835721574
2045	0.3833680685
2050	0.3832024516
2055	0.3830243358
2060	0.3828395213
2065	0.3826239858
2070	0.3824341924
2075	0.3822237642
2080	0.3820310449
2085	0.3818900665
2090	0.3817181616
2095	0.3815523137
2100	0.3813714004
2105	0.381186817
2110	0.3810309528
2115	0.3808220902
2120	0.3806712821
2125	0.3805132364
2130	0.3803332213
2135	0.3801455581
2140	0.3799837396
2145	0.3797988225
2150	0.3796121346
2155	0.3794206216
2160	0.3792401189
2165	0.3790514291
2170	0.3788536281
2175	0.3786667348
2180	0.3784910059
2185	0.3783274935
2190	0.3781609526
2195	0.3779807836
2200	0.3777977144
2205	0.3776253219
2210	0.3774459229
2215	0.3772837451
2220	0.3771074258
2225	0.3769145782
2230	0.3767672862
2235	0.3765917112
2240	0.3764231172
2245	0.3762718727
2250	0.3761056142
2255	0.3758933381
2260	0.3757006958
2265	0.3755533781
2270	0.3753881719
2275	0.3752076179
2280	0.3750426939
2285	0.3748721236
2290	0.374669087
2295	0.374477959
2300	0.3743225568
2305	0.3741503952
2310	0.3739642463
2315	0.3738288628
2320	0.3736314725
2325	0.3734581047
2330	0.3733067063
2335	0.3731465304
2340	0.3729812215
2345	0.3728337754
2350	0.3726733942
2355	0.3725217648
2360	0.3723344352
2365	0.3721554211
2370	0.3719669366
2375	0.3718016533
2380	0.371636986
2385	0.3714898993
2390	0.371330673
2395	0.3711848952
2400	0.3710149152
2405	0.3708516852
2410	0.3707130423
2415	0.3705172432
2420	0.3703474942
2425	0.3701776169
2430	0.3700225227
2435	0.3698512338
2440	0.3697028381
2445	0.3695702522
2450	0.3694031211
2455	0.3692266735
2460	0.3690722722
2465	0.368906681
2470	0.3687125501
2475	0.3685370521
2480	0.3683947135
2485	0.3682038421
2490	0.3680386615
2495	0.3678616236
2500	0.3676546346
2505	0.3674675103
2510	0.3673007128
2515	0.3671472611
2520	0.3669933732
2525	0.3668372267
2530	0.3666383221
2535	0.3664579221
2540	0.3663045475
2545	0.3661228899
2550	0.3659577606
2555	0.3658208886
2560	0.3656629969
2565	0.3655110851
2570	0.3653353562
2575	0.3651946601
2580	0.3649854125
2585	0.3648045248
2590	0.36460503
2595	0.3644586362
2600	0.3643116265
2605	0.3641715207
2610	0.364051331
2615	0.3638917197
2620	0.3637031582
2625	0.3635316127
2630	0.3633694862
2635	0.3631844152
2640	0.3630098668
2645	0.3628670405
2650	0.3626871538
